id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages
24,Kill Bill: Vol. 1,7.97,16188,Released,10/10/03,180906076,111,FALSE,/k9Ps0EsrTnqbQ4oTTWx628BQ2TW.jpg,30000000,http://www.miramax.com/movie/kill-bill-volume-1,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",36.315,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,A roaring rampage of revenge.,"Action, Crime","Miramax, A Band Apart, Super Cool ManChu",United States of America,"English, Japanese, French"
101299,The Hunger Games: Catching Fire,7.4,16182,Released,11/15/13,865011746,146,FALSE,/dIi0De3LzEVSQHEUlh0Q2zUpmeW.jpg,130000000,http://www.thehungergames.movie/,tt1951264,en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",49.864,/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,Every revolution begins with a spark.,"Adventure, Action, Science Fiction","Lionsgate, Color Force",United States of America,English
77338,The Intouchables,8.277,16083,Released,11/2/11,426588510,113,FALSE,/bGksau9GGu0uJ8DJQ8DYc9JW5LM.jpg,13000000,,tt1675434,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,41.656,/323BP0itpxTsO0skTwdnVmf7YC9.jpg,Sometimes you have to reach into someone else's world to find out what's missing in your own.,"Drama, Comedy","Gaumont, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1, Canal+, TF1 Films Production",France,"English, French"
419430,Get Out,7.62,16081,Released,2/24/17,255407969,104,FALSE,/o8dPH0ZSIyyViP6rjRX1djwCUwI.jpg,4500000,http://www.getoutfilm.com/,tt5052448,en,Get Out,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",36.442,/mE24wUCfjK8AoBBjaMjho7Rczr7.jpg,"Just because you're invited, doesn't mean you're welcome.","Mystery, Thriller, Horror","Monkeypaw Productions, Blumhouse Productions, QC Entertainment",United States of America,English
205596,The Imitation Game,8.007,15973,Released,11/14/14,233555708,113,FALSE,/caQp2MhwfrTYGqVr7d9ayn8tqQ7.jpg,14000000,,tt2084970,en,The Imitation Game,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",47.491,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,The true enigma was the man who cracked the code.,"History, Drama, Thriller, War","Bristol Automotive, Black Bear Pictures, The Weinstein Company, FilmNation Entertainment","United Kingdom, United States of America",English
424694,Bohemian Rhapsody,7.997,15965,Released,10/24/18,903992901,135,FALSE,/dcvbs8z0GEXslC1kCT77x19XDeR.jpg,52000000,http://bohemianrhapsody.com,tt1727824,en,Bohemian Rhapsody,"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess.",37.55,/lHu1wtNaczFPGFDTrjCSzeLPTKN.jpg,Fearless lives forever,"Music, Drama, History","GK Films, Regency Enterprises, Queen Films, Tribeca Productions, New Regency Pictures, 20th Century Fox","United Kingdom, United States of America",English
497,The Green Mile,8.507,15937,Released,12/10/99,286801374,189,FALSE,/l6hQWH9eDksNJNiXWYRkWqikOdu.jpg,60000000,http://thegreenmile.warnerbros.com/,tt0120689,en,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",83.739,/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg,Miracles do happen.,"Fantasy, Drama, Crime","Castle Rock Entertainment, Darkwoods Productions, Warner Bros. Pictures, PolyGram Filmed Entertainment",United States of America,"French, English"
198663,The Maze Runner,7.173,15901,Released,9/10/14,348319861,113,FALSE,/vHJlbhsXrZ5yrO2KqCbGSIU6fRX.jpg,34000000,https://www.20thcenturystudios.com/movies/the-maze-runner,tt1790864,en,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",83.206,/ode14q7WtDugFDp78fo9lCsmay9.jpg,Remember. Survive. Run.,"Action, Mystery, Science Fiction, Thriller","Ingenious Media, Gotham Group, Dayday Films, Temple Hill Entertainment, TSG Entertainment, 20th Century Fox","United States of America, United Kingdom",English
18785,The Hangover,7.312,15812,Released,6/2/09,469310836,100,FALSE,/2o0PKGmnSgCGkzoSePNAqse8Ure.jpg,35000000,https://www.warnerbros.com/movies/hangover,tt1119646,en,The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",72.655,/uluhlXubGu1VxU63X9VHCLWDAYP.jpg,Some guys just can't handle Vegas.,Comedy,"Legendary Pictures, Green Hat Films, Warner Bros. Pictures","Germany, United States of America",English
1891,The Empire Strikes Back,8.4,15773,Released,5/20/80,538400000,124,FALSE,/aJCtkxLLzkk1pECehVjKHA2lBgw.jpg,18000000,http://www.starwars.com/films/star-wars-episode-v-the-empire-strikes-back,tt0080684,en,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",35.265,/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg,The Adventure Continues...,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English
808,Shrek,7.73,15765,Released,5/18/01,487853320,90,FALSE,/sRvXNDItGlWCqtO3j6wks52FmbD.jpg,60000000,http://www.dreamworksanimation.com/shrek/,tt0126029,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",94.456,/dyhaB19AICF7TO7CK2aD6KfymnQ.jpg,The greatest fairy tale never told.,"Animation, Comedy, Fantasy, Adventure, Family","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation",United States of America,English
2062,Ratatouille,7.809,15728,Released,6/28/07,623726000,111,FALSE,/xgDj56UWyeWQcxQ44f5A3RTWuSs.jpg,150000000,http://disney.go.com/disneypictures/ratatouille,tt0382932,en,Ratatouille,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",82.488,/t3vaWRPSf6WjDSamIkKDs1iQWna.jpg,He's dying to become a chef.,"Animation, Comedy, Family, Fantasy","Pixar, Walt Disney Pictures",United States of America,"English, French"
207703,Kingsman: The Secret Service,7.636,15664,Released,12/13/14,414351546,129,FALSE,/dGXKgxWmiPRZkxphtMvBuCEeLU0.jpg,81000000,http://www.kingsmanmovie.com/,tt2802144,en,Kingsman: The Secret Service,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,56.288,/ay7xwXn1G9fzX9TUBlkGA584rGi.jpg,Manners maketh man.,"Crime, Comedy, Action, Adventure","20th Century Fox, Marv Films, Cloudy Productions, TSG Entertainment","United Kingdom, United States of America","Arabic, English"
313369,La La Land,7.897,15625,Released,11/29/16,447407695,129,FALSE,/qJeU7KM4nT2C1WpOrwPcSDGFUWE.jpg,30000000,http://www.lalaland.movie,tt3783958,en,La La Land,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",32.009,/uDO8zWDhfWwoFdKS4fzkUJt0Rf0.jpg,Here's to the fools who dream.,"Comedy, Drama, Romance, Music","Summit Entertainment, Black Label Media, Gilbert Films, Impostor Pictures, Marc Platt Productions, Lionsgate",United States of America,English
109445,Frozen,7.2,15520,Released,11/20/13,1274219009,102,FALSE,/fydUcbkqLyESCFa9U5XKqi8dIVj.jpg,150000000,http://movies.disney.com/frozen,tt2294629,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",85.794,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,Only the act of true love will thaw a frozen heart.,"Animation, Family, Adventure, Fantasy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,English
374720,Dunkirk,7.456,15464,Released,7/19/17,527000000,107,FALSE,/ddIkmH3TpR6XSc47jj0BrGK5Rbz.jpg,150000000,http://www.dunkirkmovie.com/,tt5013056,en,Dunkirk,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",34.529,/b4Oe15CGLL61Ped0RAS9JpqdmCt.jpg,"When 400,000 men couldn't get home, home came for them.","War, Action, Drama","Warner Bros. Pictures, Syncopy, RatPac Entertainment","France, Netherlands, United Kingdom, United States of America","English, French, German"
269149,Zootopia,7.748,15230,Released,2/11/16,1023784195,109,FALSE,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,150000000,http://movies.disney.com/zootopia,tt2948356,en,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",98.11,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,Welcome to the urban jungle.,"Animation, Adventure, Family, Comedy","Walt Disney Animation Studios, Walt Disney Pictures",United States of America,English
240832,Lucy,6.44,15181,Released,7/25/14,458863600,89,FALSE,/ozVwXlfxqNsariipatGwa5px3Pm.jpg,40000000,http://lucymovie.com,tt2872732,en,Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",33.913,/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,"Action, Science Fiction","EuropaCorp, Canal+, Ciné+, TF1 Films Production",France,"Mandarin, English, French, Spanish, Korean"
329,Jurassic Park,7.941,15141,Released,6/11/93,920100000,127,FALSE,/79bJL9ydAMYVltuNTt4VhxORqIz.jpg,63000000,http://www.jurassicpark.com/,tt0107290,en,Jurassic Park,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",24.213,/oU7Oq2kFAAlGqbU4VoAE36g4hoI.jpg,An adventure 65 million years in the making.,"Adventure, Science Fiction","Universal Pictures, Amblin Entertainment",United States of America,"English, Spanish"
274,The Silence of the Lambs,8.3,15003,Released,2/14/91,272742922,119,FALSE,/mfwq2nMBzArzQ7Y9RKE8SKeeTkg.jpg,19000000,,tt0102926,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",9.119,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,To enter the mind of a killer she must challenge the mind of a madman.,"Crime, Drama, Thriller","Orion Pictures, Strong Heart/Demme Production",United States of America,English
129,Spirited Away,8.539,14913,Released,7/20/01,274925095,125,FALSE,/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg,19000000,http://movies.disney.com/spirited-away,tt0245429,ja,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",68.024,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,,"Animation, Family, Fantasy",Studio Ghibli,Japan,Japanese
321612,Beauty and the Beast,6.967,14871,Released,3/16/17,1266115964,129,FALSE,/m3tdSyl11fhgXPDSEt3aBctTqGP.jpg,160000000,http://movies.disney.com/beauty-and-the-beast-2017,tt2771200,en,Beauty and the Beast,A live-action adaptation of Disney's version of the classic tale of a cursed prince and a beautiful young woman who helps him break the spell.,56.226,/hKegSKIDep2ewJWPUQD7u0KqFIp.jpg,Be our guest.,"Family, Fantasy, Romance","Walt Disney Pictures, Mandeville Films",United States of America,"English, French"
58,Pirates of the Caribbean: Dead Man's Chest,7.346,14868,Released,7/6/06,1065659812,151,FALSE,/vv5a8u6e40kyH0Hp6HuamAgzRai.jpg,200000000,https://movies.disney.com/pirates-of-the-caribbean-dead-mans-chest,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,69.403,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,Captain Jack is back!,"Adventure, Fantasy, Action","Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,"English, Turkish, Greek, Mandarin"
177572,Big Hero 6,7.738,14732,Released,10/24/14,657827828,102,FALSE,/5tub2Kw6NboWFblA1CgDEwB59jP.jpg,165000000,http://movies.disney.com/big-hero-6,tt2245084,en,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax, and prodigy Hiro Hamada, who team up with a group of friends to form a band of high-tech heroes.",98.41,/2mxS4wUimwlLmI1xp6QW6NSU361.jpg,,"Adventure, Family, Animation, Action, Comedy","Walt Disney Pictures, Walt Disney Animation Studios",United States of America,English
75656,Now You See Me,7.345,14726,Released,5/29/13,351723989,116,FALSE,/xEY0MV2jSQBz9iOJfCFvLTiPGMA.jpg,75000000,,tt1670345,en,Now You See Me,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,45.241,/tWsNYbrqy1p1w6K9zRk0mSchztT.jpg,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,"Thriller, Crime","Summit Entertainment, K/O Paper Products, SOIXAN7E QUIN5E, See Me Louisiana",United States of America,"French, English"
131631,The Hunger Games: Mockingjay - Part 1,6.796,14725,Released,11/19/14,755356711,123,FALSE,/tFlSDoWQsAZ2qjICKzfP5Yw6zM5.jpg,125000000,http://www.thehungergames.movie/,tt1951265,en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,85.889,/4FAA18ZIja70d1Tu5hr5cj2q1sB.jpg,Fire burns brighter in the darkness,"Science Fiction, Adventure, Thriller","Lionsgate, Color Force","Canada, United States of America",English
335983,Venom,6.826,14724,Released,9/28/18,856085151,112,FALSE,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,116000000,https://www.sonypictures.com/movies/venom,tt1270797,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",48.649,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,The world has enough Superheroes.,"Science Fiction, Action","Matt Tolmach Productions, Pascal Pictures, Marvel Entertainment, Tencent Pictures, Arad Productions","China, United States of America","Mandarin, English, Malay"
1124,The Prestige,8.203,14696,Released,10/19/06,109676311,130,FALSE,/xBDE2d6HM1aBKQRu4IT7SfPD9fs.jpg,40000000,http://wwws.warnerbros.de/theprestige/,tt0482571,en,The Prestige,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",48.832,/Ag2B2KHKQPukjH7WutmgnnSNurZ.jpg,Are You Watching Closely?,"Drama, Mystery, Science Fiction","Warner Bros. Pictures, Touchstone Pictures, Newmarket Films, Syncopy","United Kingdom, United States of America",English
6479,I Am Legend,7.201,14675,Released,12/12/07,585410052,101,FALSE,/lhVVIWKR13khBvjFz8XyZ2GM0JS.jpg,150000000,http://iamlegend.warnerbros.com,tt0480249,en,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",59.815,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,The last man on Earth is not alone,"Drama, Science Fiction, Thriller","Village Roadshow Pictures, Weed Road Pictures, Original Film, Warner Bros. Pictures, Heyday Films, Overbrook Entertainment",United States of America,English
857,Saving Private Ryan,8.209,14658,Released,7/24/98,481840909,169,FALSE,/bdD39MpSVhKjxarTxLSfX6baoMP.jpg,70000000,,tt0120815,en,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",59.745,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg,The mission is a man.,"Drama, History, War","Paramount, Amblin Entertainment, Mutual Film Company, DreamWorks Pictures, The Mark Gordon Company",United States of America,"Czech, German, English, French"
299537,Captain Marvel,6.843,14657,Released,3/6/19,1131416446,124,FALSE,/w2PMyoyLU22YvrGK3smVM9fW1jj.jpg,152000000,https://www.marvel.com/movies/captain-marvel,tt4154664,en,Captain Marvel,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.",50.399,/AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg,Higher. Further. Faster.,"Action, Adventure, Science Fiction",Marvel Studios,United States of America,English
339403,Baby Driver,7.5,14634,Released,6/28/17,226945087,113,FALSE,/oVD3ClJBoomSQHtnJPAlMfes8YD.jpg,34000000,http://www.babydriver-movie.com,tt3890160,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",44.974,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,All you need is one killer track.,"Action, Crime","Big Talk Productions, Working Title Films",United Kingdom,English
424,Schindler's List,8.573,14594,Released,12/15/93,321365567,195,FALSE,/zb6fM1CX41D9rF9hdgclu0peUmy.jpg,22000000,http://www.schindlerslist.com/,tt0108052,en,Schindler's List,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,65.084,/sF1U4EUQS8YHUYjNl3pMGNIQyr0.jpg,"Whoever saves one life, saves the world entire.","Drama, History, War",Amblin Entertainment,United States of America,"German, Polish, Hebrew, English"
1892,Return of the Jedi,7.892,14591,Released,5/25/83,572700000,132,FALSE,/psYeKwKclG4XaIop5suj1J0Kg2C.jpg,32350000,http://www.starwars.com/films/star-wars-episode-vi-return-of-the-jedi,tt0086190,en,Return of the Jedi,"Luke Skywalker leads a mission to rescue his friend Han Solo from the clutches of Jabba the Hutt, while the Emperor seeks to destroy the Rebellion once and for all with a second dreaded Death Star.",40.104,/jQYlydvHm3kUix1f8prMucrplhm.jpg,The Empire Falls...,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English
429617,Spider-Man: Far From Home,7.447,14495,Released,6/28/19,1131927996,129,FALSE,/ng6SSB3JhbcpKTwbPDsRwUYK8Cq.jpg,160000000,https://www.marvel.com/movies/spider-man-far-from-home,tt6320628,en,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.",49.913,/4q2NNj4S5dG2RLF9CpXsej7yXl.jpg,It’s time to step up.,"Action, Adventure, Science Fiction","Marvel Studios, Pascal Pictures, Columbia Pictures",United States of America,"Czech, Dutch, English, German, Italian"
37724,Skyfall,7.227,14466,Released,10/24/12,1142471295,143,FALSE,/hoQhlAskVNgLQhArnH7reWP4pUp.jpg,200000000,https://www.mgm.com/movies/skyfall,tt1074638,en,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",33.456,/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,Think on your sins.,"Action, Adventure, Thriller","Metro-Goldwyn-Mayer, Eon Productions, Danjaq, Columbia Pictures","United Kingdom, United States of America",English
49047,Gravity,7.162,14463,Released,10/3/13,723192705,91,FALSE,/a2n6bKD7qhCPCAEALgsAhWOAQcc.jpg,105000000,http://gravitymovie.warnerbros.com,tt1454468,en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",31.024,/kZ2nZw8D681aphje8NJi8EfbL1U.jpg,Don't Let Go,"Science Fiction, Thriller, Drama","Esperanto Filmoj, Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America",English
127585,X-Men: Days of Future Past,7.5,14433,Released,5/15/14,747862775,132,FALSE,/6RZZNx2irPBou7JyFGwOIoioPYK.jpg,250000000,https://www.20thcenturystudios.com/movies/x-men-days-of-future-past,tt1877832,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,60.194,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,"To save the future, they must alter the past.","Action, Adventure, Science Fiction","Bad Hat Harry Productions, The Donners' Company, Simon Kinberg Productions, 20th Century Fox",United States of America,"English, French, Russian, Vietnamese"
333339,Ready Player One,7.6,14430,Released,3/28/18,607274134,140,FALSE,/dbrLfmFNFEJWv8rLnjpgCKlXWSy.jpg,175000000,http://readyplayeronemovie.com,tt1677720,en,Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.",50.088,/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,A better reality awaits.,"Adventure, Action, Science Fiction","Amblin Entertainment, De Line Pictures, Warner Bros. Pictures, Farah Films & Management, Village Roadshow Pictures, Access Entertainment",United States of America,English
72190,World War Z,6.807,14409,Released,6/20/13,531865000,116,FALSE,/kg2FOT2Oe5PSCgs3L4vLel6B7ck.jpg,200000000,http://www.worldwarzmovie.com,tt0816711,en,World War Z,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",55.042,/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg,Remember Philly!,"Action, Drama, Horror, Science Fiction, Thriller","GK Films, Paramount, Hemisphere Media Capital, 2DUX², Apparatus Productions, Latina Pictures, Skydance, Plan B Entertainment","Malta, United Kingdom, United States of America",English
640,Catch Me If You Can,7.971,14393,Released,12/16/02,352114312,141,FALSE,/Ag6qhzsJd3k1NKuNrG9RmhZDMh7.jpg,52000000,,tt0264464,en,Catch Me If You Can,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",44.814,/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,The true story of a real fake.,"Drama, Crime","Parkes/MacDonald Productions, Kemp Company, Splendid Pictures",United States of America,"English, French"
330459,Rogue One: A Star Wars Story,7.488,14354,Released,12/14/16,1056057273,133,FALSE,/6t8ES1d12OzWyCGxBeDYLHoaDrT.jpg,200000000,http://www.starwars.com/films/rogue-one,tt3748528,en,Rogue One: A Star Wars Story,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,33.1,/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,A Rebellion Built on Hope,"Action, Adventure, Science Fiction",Lucasfilm Ltd.,United States of America,English
181808,Star Wars: The Last Jedi,6.825,14312,Released,12/13/17,1332698830,152,FALSE,/5Iw7zQTHVRBOYpA0V6z0yypOPZh.jpg,200000000,https://www.starwars.com/films/star-wars-episode-viii-the-last-jedi,tt2527336,en,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",47.241,/kOVEVeg59E0wsnXmF9nrh6OmWII.jpg,Darkness rises... and light to meet it,"Adventure, Action, Science Fiction",Lucasfilm Ltd.,United States of America,English
49521,Man of Steel,6.614,14310,Released,6/12/13,668045518,143,FALSE,/69EFgWWPFWbRNHmQgYdSnyJ94Ge.jpg,225000000,https://www.warnerbros.com/movies/man-steel,tt0770828,en,Man of Steel,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",44.96,/dksTL9NXc3GqPBRHYHcy1aIwjS.jpg,You will believe that a man can fly.,"Action, Adventure, Science Fiction","DC Entertainment, Syncopy, Peters Entertainment, Warner Bros. Pictures","United Kingdom, United States of America",English
20352,Despicable Me,7.227,14147,Released,7/8/10,533679475,95,FALSE,/euCnMxNRlHNxA4f9BMnWbmxPOse.jpg,69000000,http://www.despicable.me/,tt1323594,en,Despicable Me,"Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.",47.416,/b1BT309QWjtFUlJPLmXmrcHOWEL.jpg,Superbad. Superdad.,"Family, Animation, Comedy","Illumination, Universal Pictures",United States of America,English
